score,star_num,help_num,review_content
7.15,1,7,"Using a Note 4 running 6.0.1 and the latest version of K9, there are no notifications of new messages. I had to uninstall the current version and install an older version (5.403) to have functioning email. To keep from accidentally updating it, I had to extract and sign the older version."
7.15,3,15,"Work great if your inbox is small. Great features - almost like a desktop email client.  If you keep too many messages in your inbox (say, more than 200) it becomes slow and crashes.  As a way to manage and reply to new mail, it's a first rate app."
7.1,2,12,"After fighting my way through the settings and having it behave like I wanted it to (being immediately notified when an email arrives, actually ...) the app started changing it's behavior out of the blue after working well for a few months. All of a sudden, I get incoming email notifications only after activating the screen (taking the phone out of sleep). Btw, I always keep the app running in the background. Sorry but I don't like inconsistent apps. So I am looking for an alternative."
7.1,1,2,"Complete crap with Microsoft Exchange server I've been using this app for almost a year for work and I've never once been able to successfully send a message via Exchange Server. Every time it fails with IOException, error 440. What's worse, there's no way (I'm aware of) to read the complete text of the error message to help troubleshoot the problem, because the error notification in the top bar gets cut off."
7.1,2,18,No print function.... It's 2019...
7.05,1,9,"Latest update does not fix loss of draft email! Just typed an email for 20 minutes, saved as draft, went back to it and could see the text in the preview but going into the message it was empty. Tried sending it to myself and it came out blank, lost 20 minutes of typing. Latest update says this is fixed in the notes but I'm in the latest version and it happened to me!!!"
7.05,1,9,"Used this app for years. Now, though, I get constant notices saying that k-9 mail is over-using the battery. Most recently it used 8% of the charge in less than a half hour. So I am constantly having to restart my phone. But then it happens again an hour later. I'm here at the playstore to find another email app so I can delete K-9 Mail. Samsung S8+."
7.05,1,9,"Stopped working :-( For some reason today this has just stopped working. I've cleared my cache, now tried uninstalling and reinstalling but get so far in the setting up process and each time the app just crashes, over and over. Today I missed a very important email because of this, and STILL can't get it to work. Very unhappy."
7.05,1,15,"Testing it sends two emails out for each email you send. I have no idea who 
"
7.0,1,10,Broken Heart Noooooooo!!!  Phone automatically updated and is awful!   Slow unresponsive and I hate the set up now.  Wish I could uninstall this update!  Will be looking for another email client :(  my husband's did not update. ..yet... lucky guy :(
6.95,3,19,Bug: The notification icon does not go away when I open or delete emails.   Put the attachments back to the top of the email as it used to be. Prevents unnecessary scrolling to end of mail.   I want to use the dark theme but then all colors in emails text are gone. Not even negative colors; only plain white text. Not useful. Please fix.
6.9,1,0,"Used for 18 months...major issue...uninstalled I downloaded, used, and loved K9 Mail for 18 months. When I upgraded to a Samsung Galaxy S4, K9 would not allow me to send from the outgoing server.  I screwed with this for two days.  I got onto K9 designer website and found a step by step on how to pull a code that will tell them what was wrong with their program.  I had to download a code reader program, open and program the settings to their specifications, then had to open the code reader and scan, open K9 mail, try to send an email so it would recreate the code, and the code reader would recreate the code. Then I had to plug the phone into the computer, download a certain file, then mail it to K9.  The code reader ran for a full 24 hours showing nothing, before I repeated the process.  I sent K9 Mail support team a detailed email about my trouble, then said to, ""can you please respond within 48hours with a solution, I use my email for work and will be on a out of state trip in two days and need it, if you cant respond I will have to download another client and use their services"".  THEY DIDNT RESPOND. 10 days later...still have not. After using Aquamail for a week...I LOVE IT..more that I could have ever thought. Uninstalled!"
6.9,1,0,"Looked good but ... I was looking for an email app for my moto x to replace the stock app which would not delete multi-emails.  I run Outlook on my desktop PC.  I installed K9 on my moto x yesterday and it was easy to set up.  Today I noticed that the emails on my PC did not match the emails on my moto x... some were missing from both; in other words if I have K9 running, the incoming emails go to K9 but are not duplicated on my PC email. Not good. I need ALL incoming emails on BOTH my phone AND PC. I looked though all of the settings - no help. I went online and tried for two hours to get help from K9... I am technically savvy, but getting help from K9 is impossible.  So unfortunately I uninstalled K9 and reinstalled the stock app that I don't like, but it works as it should. Thus the one star.  If I could have accessed some help without wasting my entire morning I would keep that app and give a higher rating. K9, if you're reading this please contact me and help me!"
6.9,1,6,"Update 3... Now crashing almost every time I delete a message either from within the message or from the lost of messages.   Update2... Fixed link clicks so they work. Good for most part but seriously annoying when on a daily basis it randomly turns off sync so messages stop being deleted on server.  No reason why, just stops.  Don't notice till you log in via web and see that hundreds of emails that you thought were deleted are all still sitting there. Waste of time"
6.9,1,6,"Been using K9 for some time. Use to like it. Then it quit showing new emails coming in unless I pushed(?) it. Now it won't push(?) new emails at all at any time, so I have to do it manually every time. Didn't want to give it only one star, but cannot figure out how to get this fixed. Even went into the links they ask you to try before giving it a low rating. Couldn't figure it out. May have to go to another email server."
6.9,2,16,"This used to be the best e-mail app for one's phone. However with recent Android OS releases the app stops synching with the IMAP server. I have to frequently ""Force Stop"" K9-Mail to get it to synch again and"
6.85,1,1,"I don't hate this app, I spend almost 3 hours on how to set-up, I searched on the internet but it seems like I'm the only one having this problems. I follow the documentation but still won't work and try the default set-up but still no luck. I feel like I need to create my own IMAP server in order for me to use this app. IDK how much work needed to create my own IMAP server but I'm gonna try it. I rate it as one star because it is not a user friendly based on my experience, this is a great app. It open you to a deep technical knowledge if I'm right."
6.85,1,7,"July 2017 update: Still crashing frrquently. I have sent dozens of crash reports. Most often crashes when reading email and rotating my phone from portrait to landscape. With certain emails, problem is repeatable every time.      Wish you could move an email between email accounts. Long-time user but frequent crashing has caused me to switch email apps. :("
6.85,1,1,Crappy Connection error when trying to read 1 of my important emails. Yet it worked on gmail site.   All he new mail i get is blank. No text. Edit.  Used nearly all my mobile data. Hunk of junk app. Used 1.3gig of data prob syncing or some bs.  Update still cant download some attachments connection error.
6.85,3,21,"If this app doesn't sort out the sync problem I will be moving to another 
"
6.8,1,14,ATTENTION! Shadowsocks doesn't connect in IRAN!
6.8,2,12,"Did work, or so I believed This classifies some of my emails as SPAM, so they miss my inbox!? Can't return the mail to my inbox - too much beating around the bush! Can't risk missing any important messages, so next step: TOTAL REMOVAL (uninstalling it, if that's your jargon).Gmail is a more reliable source, anyway. Thank God I still have it."
6.8,1,8,"I've used this app for years but for about several months now my messages disappear after I have read them (they have not been deleted). sometimes they are the, sometimes they address not. I need to be able to continue to confidently see all messages in the inbox after they've been read. will have to look elsewhere..."
6.75,2,13,"* Good email app with some bugs. I use it every day. * 2019.05.03 Search is broken. Same results show up regardless of search keywords* Sometimes it hides unread emails in unified inbox for weeks and then, all of a sudden they show up again. * New bug: Forgets different email folders of my gmx mailbox. This results in showing up unread emails from that folders in unified inbox as if they were new. Refreshing folder list of affected email account does not help."
6.75,3,17,"I have been using this app for several years and whilst it was good to start with, it's been going rapidly downhill. It's constantly returned server authentication errors, despite the fact the settings are correct and that I'm not having these issues with other apps. I am currently using Gmail as a backup. Chances are, I may look for another email client."
6.7,2,2,"I've used k9 for years for my many email addresses. It used to be super simple and clean. I've been able to modify settings with every update to keep it pretty streamlined, and the way I like it. However, recently I've noticed a glitch of some sort with regards to replying to group emails.  I took the time to explain the situation thoroughly in an email to the developers via the link to contact them on Google Play-- except turns out that only gets you a canned response to go to their Github forum.  So I did that, took the time to create an account, and explained my issue there. It sat for 3 days and got no response.  I went to their Google+ forum, took the time to create a Google+ account, and posted there. Got no answer.  I went back to Github and bumped my thread, got an irrelevant answer from someone that didn't solve the problem, and he immediately closed the thread. So, this was great while it lasted, but it's impossible to get assistance when something isn't right. That, along with inconsistent polling, I'm finally moving on.   p.s. if the other dude who did try to help after the thread was closed reads this-- SHOUT OUT TO YOU, BRUH."
6.7,1,10,"It finally got so bad I had to go to Blue Mail. It works great. K9 stopped pushing, no notification sound or led.  This was on both the LG G5, and Galaxy S8. K9 just does not work any more. I used it for years then it just crapped out. What happened?  I would love to know how this went from one of the best email apps to one of the worst. Just look at the ratings.  I remember when it had like a 4.8. Now it's junk. Use blue mail. Much better."
6.7,1,10,"SMTP SSL problems after 6+months from reporting it... Someone please add support for ""DUMB EMAIL SERVERS"", there are lots of companies which won`t switch from neanderthal systems just because they work.. updated k-9 again (this time by mistake) and company email is down... SOMEONE PLEASE ADD A CHECKBOX TO ONLY USE TLS V1.1"
6.699999999999999,1,4,"Why is this app available on Google Play ??? I couldn't make the app function . Then, I realized that Google had notified me that they “recently prevented [me] from signing in to your Google Account” . Upon further investigation I had received a message: “Google blocked the app you were trying to use because it doesn't meet our security standards. Some apps and devices use less secure sign-in technology, which makes your account more vulnerable.” SORRY, I will not use this now!"
6.699999999999999,3,12,"I love this email app for so many reasons.  It's flexible in options and aesthetics is the best.  However, the for the past two phones and operating systems, its polling function is completely unreliable.  There seems to be no rhyme or reason to polling to randomly becoming disabled, then showing it's working again, without making any changes to settings.  Very aggravating.  Too bad.  Hope they get it fixed once and for all."
6.699999999999999,3,12,"Like many others I've used this app since I started email on my phone. I still have it on my phone I use for music. But it just doesn't work anymore for me. I can get it to sync manually only. I've switched to blue mail from another review here. I will still pray the developer updates it back to working status because I love it! But for now I have to use something else. Please restore k-9, I'll come back instantly."
6.699999999999999,2,8,Ver 5.001 I'm having same proplem sending after installing update to 5.001.  Latest version will not allow me to send.  Sounds like that is not the only proplem with the new release.  It has already taken too long for a fix or going back to an earlier version with less problems.  I need to find a new app.
6.65,2,3,"Good email app; battery drain As an e-mail app for Android, I love K-9. It's flexibility means you can do anything you want (I never hit limits), and the UI is intuitive and easy to work with.  However: I recently noticed my phone was draining its battery too fast. I did some tests, fully charging the phone, rebooting it, leaving K-9 open in the background to pick up my emails, but reading them with another app I wanted to try out. 10 hours later, K-9 had run up one hour of ""keep awake"" time (even though I hadn't opened the app once - it was all background) and the other app (that I'd used throughout the day) just 9 minutes. So I disabled K-9, but the ""keep awake"" time kept increasing one minute in ten, so some background process was obviously thrashing the CPU.  The next day, phone rebooted, K-9 disabled - the phone is cooler to touch and its charge lasted the full day. I don't know which update introduced the problem, but at some point K-9 has started using too much battery, where other apps (used in the same way) have not.  I like the app enough to return to it - after some more upgrades, especially if they mention battery issues - I'll probably give it another try."
6.65,2,3,"Disappointing if this is the best Android has got Recently moved from an iPhone to Android and have to say that I cannot wait to return to iOS! Something as simple as a mail program lacks basic functionality. I've been through all the settings, and it just doesn't work to the level that it should to be so popular. I don't get it, are you hard-core Android folks  settling for less? Won't format to the screen size, won't display html correctly, can't access drafts, blah, blah, blah. “Maybe” it's user error, but if so, shouldn't a mail program be pretty intui"
6.65,1,11,"Still Broken, no longer receives mail just says ""syncing disabled"" and there's nowhere to turn it back on. Shouldn't turn off randomly anyway. This app used to ne good and there's no good replacement for it, android just sucks I guess."
6.65,2,15,"Lately I've been having issues where it won't push emails for hours. I'll try to manually refresh and it shows there are emails but it won't ""grab"" them. I have to uninstall the app and reinstall monthly. Looking for new app."
6.6,1,0,"Could be a lot better One of the reasons I stopped using K-9 Mail a while back is because I check multiple accounts throughout the day but I like to have it automated. I wanted an email client that could check my email accounts at certain times of the day, like every two hours, between certain times of the day, like between noon and 8pm and no other times. This can't be done with K-9. You have to set up each email account to check every so often, say every two hours. If you check like six accounts, you have to change these setting for each account and you can't dictate a specific time but only the time frequency. For example, if you want to set all accounts to check at 8pm, you have to wait until 8pm to set the first one and by the time you're done setting the last one, it's way after 8pm. This feature should be in the Global Settings and have the ability to over-ride the account settings.   Basically I want an email client that works the way SnapperMail works on the Palm platform. Another thing: I can't seem to ever save any kind of attachments to the SD Card, even though the button is there. When I tap on Save, I get a message that states my attachment can't be saved."
6.6,1,0,"Cannot trust any Android mail app ...not even this one, though it seems to be the best of a bad batch. Do not use K-9 if you have more than a few hundred messages in your email system. Kept throwing NULLPointerExceptions, I imagine they were triggered by 'too many' messages. In any case, use of IMAP is hindered, because the app seems to try to read the whole messages prior to showing them in the folder, even if you tell it not to. On a fast internet connection, this was gonna take hours to show the thousands of emails in my inbox. Search options seem limited... search whole messages, or... ? Whole messages then. Other choices were too complex, eg too many options for whether or not to display folders. If I made a folder, display it. Use the alphabet to decide where. Done. Make options for things that matter. Good luck for the future. I uninstalled. Will make post-it note to self as reminder: do not trust a platform for email which is provided by a monopoly who makes their money from reading your email. Q.E.D."
6.6,1,0,"WARNING: AVOID LIKE THE PLAGUE Two serious and MAJOR problems:  1. This thing deletes emails into oblivion by doing absolutely nothing other than viewing!  I received an email from a person today and it deleted the message. FYI, I DID NOT ACCIDENTALLY PRESS THE DELETE ICON. OTHERWISE IT WOULD HAVE GONE TO THE TRASH FOLDER. IT'S NOT THERE OR ANYWHERE ON MY SYSTEM! I run my own email server (postfix) and I scanned the message store (find|grep 123457) for the message and it's nowhere to be found! I know the message number because I have 123456 and 1234568. So I'm missing the '7'. The message got deleted after I installed the app and setup multiple identities.   2. There is a big trashcan icon can between the up/down arrows when viewing emails. If you accidentally press it, it will move the email to the Trash folder, WITHOUT CONFIRMATION!!? FIRKRISAKE!? IS THIS A JOKE? DRIVING...? WOOPS!? HELLO!?"
6.6,1,6,"new k-9 feature wtf??? I use the select feature a lot, because I have 4 accounts set up on K-9 and get spam. Now I have to click AND HOLD on each email I want to select. You gave up the quick click for an ICON to make it look pretty? btw, it does not work, the icon does not have anything to do with the email!!!!! It is a senseless meaningless ugly extra glob on my screen! It appears to be the first letter on the senders name. How does that help anyone? Also, whats up with the triangle in the lower rh corner? What does that do? GIMME BACK MY QUICK CLICK FEATURE. I thought that was one of the most thoughful features that differentiates you from the pack!"
6.6,1,0,"Nightmare Initially worked, it rejected cert. but I accepted the cert having manually checked it with another site.Although could read mail it wouldn't autosync. Can't edit connection after initial setup as far as I can see so reinstalled having read that initially setting up over WiFi may have been the problem (!). Then wouldn't connect at all without WiFi. And wouldn't then connect with WiFi. Attempt to file bug, submit new issue button is greyed out after I type it all in. What a ** waste of my time."
6.6,1,0,"New version not working I liked K9 Mail a lot. But since the latest update, the body of messages tends not to display. It usually works for a few messages and then all the messages no longer show the body text. The only way to solve the issue is to close and restart the application. I have tried the different options suggested. Nothing works. The only option is to get rid of this software. I use an ASUS Transformer Prime."
6.6,1,0,"Was 5 stars until last update--now pgm is broken Was working great on Motorola backflip until last update. Now most emails come in with ""no subject"" in subject line and no text--have to force download of each message's content. Also can't get get rid of error message of ""sync disabled"" and unable to send messages. Please fix or will be uninstalling program soon!"
6.6,2,10,"Latest update makes it a PITA to get my mail. It says its ""loading"" them but it just hangs. Tough to be more useless as an email app really. I gave 2 stars because I used it for years and has always worked great. Uninstalled."
6.6,1,12,"Great app, which I have been using for years. Deserves 4-5 stars, but I have to downgrade my rating due to the terrible new icon. I will be happy to revert to old rating once the old icon is back."
6.55,1,13,"Doesn't work with Redmi 5 plus. ""Permission denied to create a VPN service"""
6.55,1,1,Update made my e-mail impossible to use. I have been using K-9 for the last couple years and have liked it just fine.  Two days ago my phone was automatically updated and now I cannot get into my e-mail.  I use it for three different accounts.  My phone searches and finally force closes or freezes up.  I restart my phone and try again but no luck.  I did notice another update yesterday that helped a little.  I am able to get in and delete unwanted e-mail (sometimes) but cannot actually open messages before a force close.
6.55,2,5,"4.011 problems with viewer when opening email I had an earlier versions of this and it worked great (downloaded ~ 9/2011). However, in current version when I click on an email to view the message it jumps straight to starting an email reply. Incredibly annoying. Can't scroll from one messsage to the next easily in this mode either.   Icon on homescreen no longer indicates number of new messages.   Is K-9 supposed to work with my LED notification light on my phone? Mine doesn't.   Please fix it - it was great before!"
6.55,1,1,"New UI messed up display, need to play around to get things readable. Played around with settings, but cannot get decent views with new UI. Can no longer see senders name, had to change font to tiny size but still not enough room. All font sizes have been messed up display looks awful. Have startedk tweaking font sizes in settings, but everything is gine before, why should 1 upgrade cause so much damage?"
6.55,2,11,"Help! I've been using this app flawlessly for the past 2 years for my Penn State webmail account. Then on March 3rd, I suddenly stopped getting mail. Tried uninstalling and reentering settings but it said it couldn't connect. Help please. It might be the update for the OS on my Galaxy s5."
6.55,2,5,"Really wanted to love it but last couple updates really screwed it up. HUGE lag when getting emails, date sorting is wrong, crashes when adding attachments to emails, sending errors.. all basic email functions that should just work. Sorry"
6.5,1,14,新版太难用了，不能扫描，kcp不集成了，而且填写方式也变了。需要单独下载扫描软件与kcp，还有建议取消滑动删除。很容易误操作，删掉再填写特别麻烦，特别是带kcp参数的。好像udp转发也有问题。
6.5,2,0,"Do not like updated version. Buttons at top on new big phones not good. Share hard to get to and not availiable in message list view. Scroll cursor in the way of star botton. Try to star a message and scrolls instead. Phone numbers not clickable or hyperlinked. Bad deal for a cell phone app. All these things are very frustrating on the Galaxy s5. All worked great with old version on Evo 4g. Use them all the time and makes me want to find a new app. Have to also get emails sent to stock email to call, then go to K9 to fight and share."
6.5,1,2,Disappearing Email I've been using this program for years.   Recently my phone gives me a notification that I have new email.   I go to my inbox and see the new email and then it disappears.   I'm set up using Imap and the email client is GoDaddy.  Godaddy blames the phone or K9.  The on board email program don't do this.   I log into Web mail for Godaddy and the disappearing email is still in my inbox.   There is a syncing problem.   Searching the Internet I find this is a problem.
6.45,2,13,Recently since 2 months I am having connection trouble. Disconnects often... Server timeout. Me and my friend both getting same problem.
6.45,3,5,"Tried it again, but still buggy I really, really want to like this app. It has all the features and customizations you'd want. The settings aren't exactly user-friendly, but they can be learned. The biggest problem is how slow and buggy it is. It drains battery, takes forever to load imap messages, and kills the CPU. I keep downloading it hoping it gets better, but no luck. Uninstalled again..."
6.45,3,17,"Fantastic app, but recently stopped polling for new mail in the background for me. Very occasionally works. Always polls immediately on opening though. Moto G4 android 7.0. Was supposedly fixed in a release - but it isn't. Blacklist capability would be good addition  but know there are technical complications with this."
6.45,1,9,"Fail Stopped sending my Yahoo emails, while other email apps are working fine still. No longer as reliable as it used to be!"
6.4,1,10,"Update to the update. Still hangs and eats data/battery. The previous 
"
6.35,1,11,good idea but dns doesn't work on my phone :/
6.35,1,5,"Upgraded to Blue Mail K-9 takes hours to send one picture and one sentance over a 20mbps+ connection. Abuses wakelocks which drains battery. Can't complete simple actions like deleting emails. Any mail you accidentally delete is gone forever because you ""can't move or copy messages not synchronized with the server"". Blue mail is faster and actually works! Don't waste your time or energy on this p.o.s"
6.35,1,5,"Used to have problems with synching the device after 'idle' mode, but I could always force it through manually. After last update, synching works on Gmail but my Hotmail account won't even manually synch anymore. I'm over it. Time to find another email app."
6.3,1,6,Help! IT SAYS Failed to connect the remote server Error running exec().Command:[/data/user/0/com.gig..]. Before update it was working good. Plz help
6.3,3,8,"Was fantastic, current version needs help... I've been using this mail client for years, and it was phenomenal.  However about 2 or 3 updates ago, it started crashing when opening certain messages or only displaying a tiny piece of the message, with the rest of the screen just a blank white space.  More recent updates have changed and tweaked this problem, but they haven't managed to kill it yet, making the app very hard to use for productivity purposes.  Back to webmail for me, and will give 5 stars once the app is stable again!!"
6.3,1,0,"Horrible syncronization Overall a simple email app that needs more clicks than what is really needed. Not bad, you get used to it. The main problem is it is absolutely horrible with attachments and syncronization with mail servers. For example, attachments can take minutes to load if they ever do. Partial emails are frequent. Images are almost always corrupt or not showing without alot of tampering. When you delete in the app, the server doesn't get the call. When you check email on your computer, it's still there. Not happy!"
6.3,1,0,Update killed it Used to work perfect and now I get force closes and can't send even after a complete reset the after hours of tech support I tried added the account back into k9 while leaving the old one still in k9 and it sent an email once then crashed again deleted all accounts and added them back and again some send some don't no matter what hour outbox says it looks like it sent but never get delivered anywhere.. I this is only on some accounts for the mail account.
6.3,2,10,"Always loved this app and gave it five stars, but now Push mail only works if I manually refresh.  I depend on not having to manually refresh day and night.  Had to install Bluemail, which handles Push mail beautifully.  Update: Push mysteriously started working again.  When it works, K9 is still the best.  But now I'm keeping Bluemail on my overworked phone in case K9 fails."
6.3,2,10,I have a problem. Before when you deleted a message or you moved it to another folder. You could then view the message properly in that folder. In the last two versions you cannot any more view properly messages in another folder if you added one unless you resend that folder from scratch which is very annoying.   So the application got recently a lot lot worse..
6.3,1,6,"Got me beat! Spent hours trying to get this to work with an imap account. I could get each folder to download messages once, but the moment I would do a refresh, all messages disappear and no joy ever getting them to redisplay again. I suspect the sync mechanism is badly broken based on my Google research. Running on a Samsung Galaxy S8 FWIW"
6.3,1,12,"Would be a great app if it still worked. After many years with k9, I 
"
6.25,1,1,"Freezes and crashes incessantly, and sometimes eats messages in composition I have been using K-9 Mail for over 2 years due to being stuck with POP3 service on Verizon, and K-9 Mail has increasingly tended to freeze up and sometimes crash; after the update to the latest version available on January 3, 2017, it stopped working entirely.  It also sometimes loses messages in composition without saving a Draft.  Switched to Blue Mail, which is missing some features important for POP3, but at least works."
6.25,3,15,"It has a nice interface. The new desktop icon is downright UGLY! They still are unwilling to address the issue with Gmail two phase authentication. If you use Wi-Fi, expect to be notified by Google that your sign in was blocked. UGH get your head out of the sand and fix it."
6.25,1,7,"This app does not meet Google's security standards. To use with Gmail, you must authorize account access for less secure apps; that doesn't sound like a good idea. I searched and found a 2-year-old ticket about this. Not sure why this app is around."
6.2,1,8,"Disappointed with the inadequate authentication security. Google blocked my login attempts while initializing the app and sent me a Critical Security alert. Since this is an ads-free app, I'd be very interested in trying it again if the developer(s) bring the authentication security up to Google's standards. Giving it only one star because I cannot even evaluate it with it this way."
6.2,3,16,I've used this app for several years and the fact I could easily set it up for multiple self hosted accounts was initially what drew me to it.  Lately I've noticed all too often connections are not released on the server end and due to that ill have to ditch K9 for something else. If that issue could be resolved I may come back
6.199999999999999,1,2,"I wish this had worked just once...WHAT SUPPORT? No problem retrieving emails, but would not send out emails on Sensation 4G unless sent via wifi for some strange reason. Uninstalled and reinstalled program and tried to configure for sending and receiving emails. Again, receiving was no problem. However, this time the program wouldn't even allow me to complete the setup without getting an ""Auth Plain"" error. Rechecked and tried several more times..no joy. Can't even reach support to request assisance. I'll be uninstalling and finding an alternative."
6.199999999999999,2,6,"Mostly pretty satisfied. I can have all my e-mail accounts in one place and check them once in a while, answer them, organise them, save drafts, upload images and so on. However I don't get notifications upon receiving new e-mails nor do the appear in the inbox unless I manually click or motion for a refresh. I initially didn't care as I wanted to avoid using mobile data but I am now getting more data and don't care when I am on WiFi. So I activated background sync when auto-sync is checked ( which it is)."
6.199999999999999,1,2,"Uninstalled after update Was a great app but ever since the update, I keep getting certificate errors even though everything is configured correctly. Very annoying that my notification bar is filled with these false positive error messages. Also I noticed my battery drains faster because of always getting the errors. I uninstalled and did a Google search for top email clients and moved over to Blue Mail. Couldn't be happier and no more stupid error messages!"
6.199999999999999,1,2,"Keeps on syncing! for hours..... I only want ""Push Email"" I dont want my whole folders to be sync on my device just my INBOX. I played with the poll and folder classes and still continuously uses data and the phone is getting hot. Nice features except for the endless sync part. Mobile data uses a lot of battery, so if this app continuously sync for hours on end the phone will only last for couple of hours. UNINSTALLED"
6.15,1,3,"Completely broken on Galaxy Note 8.  Emails take forever to send, notifications NEVER work, meaning that this app is not fit for purpose.   The final nail in the coffin is the complete lack of user support via EMAIL.  The devs expect you to just ""ask around"" at Google Groups, so I'm done with K9.  If you have a fairly recent device, use ""Aquamail"" instead.  It's a better app and the dev actually helps via email."
6.15,1,3,"""update"" someone's idea of improvement Seriously?  The latest update is just crap.  Never has so little been billed as so much.  Did someone actually think this was an improvement?  Not.  Update - more and more updates, and clearly ignoring the feedback of others.  It just keeps getting less user friendly with every ""update"".  Developer's reply, ""you can download the old versions""  Seriously?"
6.15,1,3,"UNINSTALLED: Hoping that this would be a good replacement for the email client that came with the phone,  However, when I tried to set it up, both Google and Yahoo servers complained about the lack of security.  Software states that it will not connect to HotMail.  Sorry to uninstall this one,  looked like it was feature rich, and besides ... I like dogs. :)"
6.15,1,9,"The app is great, but the new icon is so darn annoying. It's brigt red color screws up the look of my phone that I really have to concider looking for an alternative e-mail client. The main developer does not seem to listen to peoples feedback, so for me he can just showe this app up somewhere far, far away.."
6.15,1,9,Had this since it first came out and it has been great until Android v7 now it constantly keeps having synching disabled. Even tried white listing in doze and that didn't fix it. Is it game over?
6.15,1,9,"I used to love this, but it has gradually got less reliable and has now completely stopped syncing. Known issue that they refuse to fix. Such a shame. Now looking for an alternative."
6.1,2,2,"Does NOT deliver POP3 nor iMAP email within any reasonable time frame. Many hours go by and my emails are not delivered to my smartphone, until I open the K-9 app and pull down on the screen from within inbox or click on the refresh button at bottom middle of screen.  I've spoken with my ISP which also manages my email server, and they have no answers. YAHOO WORKS VERY FAST ALWAYS, but I don't want a yahoo email address for my business.  I've selected EVERY POSSIBLE option under  SETTINGS_ACCOUNT SETTINGS and SETTINGS_GLOBAL SETTINGS  My smartphone is a Motorola Turbo2 Android with the latest updates AND I RESET TO FACTORY SETTINGS last week, including adding a 128GB SD Card for extra space. The phone itself has 32GB, and the used space so far is 12 GB (8GB.for the system files).  I've complained for years, but no solutions have become available.   Switching to another app soon. Blah blah blah."
6.1,1,4,"Had horrible experience in the part with this app, but frankly all Android email apps are garbage. Thought I'd try it again: Nope. 1) error about working with Android 10; 2) won't authenticate with Google for my Gmail. If you don't work with Google on TWO levels, What business do you have making an Android app? ¯\_(ツ)_/¯ Edit: just got an email from Google saying they blocked an unsecured attempt to log in to my email. WOW. You know it's bad when Google blocks someone else because of security!"
6.1,1,4,"Now, slower than ever. 3/6/2014. well, if I was originally unhappy with the new ui at (4.4), I bit the bullet and went with it anyway.  Not sure of my version, but my k9 auto updates, and for about 2 months, now dog slow (apology to dog lovers) with no setting changes on my part.   Now looking for alternatives. Great, to good, to below avg, to poor over 5 years."
6.1,2,8,"Latest version is bad. 5 stars prior to latest version - now 2 stars. The latest version introduced many bugs. You can no longer zoom text. Delete a message causes app to crash. Scroll to previous message causes crash. It seems to always end abruptly. There are probably more problems, but I don't want look for them."
6.1,2,14,All my emails disappeared! As the title described I have lost all my emails a week ago. No setting was ever changed. I even reinstalled to v5.002 (latest) but still to no avail. I would have given it 4.5 stars if not for this anomaly. I have been using K9 for many years and now this happens 😠
6.1,2,14,Sync Disabled has gotten very annoying amd there seems to be no solution. Uninstalling this app.
6.1,1,10,"Sloppy Same old K9, problems every tuime when you send mails.  Certificate issues continued !"
6.05,3,13,"Use to love it but after recent updates it has annoying ads, I'd like to pay for good apps if the author can give a 'remove ads' option. NO ADS PLEASE"
6.05,2,9,Latest update please undo What would make you think there would be overwhelming interest in adding the return email addresses of all the junk mail received to the contact list?  More over why that in place of the select button that allowed us to delete a group of emails concurrently?  I don't have time to open and delete each unsolicited commercial email I receive individually... guess I'll be looking for a new email app in my spare time again.  &lt; frustrated Sigh!&gt;
6.05,2,9,"That recent update to v. 5.400 is a total cluster f... It stopped showing messages with unencrypted signatures. Tried to fix it in settings, and it stopped showing messages at all, only shows empty frames.  P.S.: And the new app icon is just freaking ugly. Why changing something that was perfectly fine?"
6.05,2,9,For the most part I like this email client and use it extensively from my phone emailing however it absolutely sucks when I send a few attachments. It Gets Stuck on Stupid sending even when I delete the damn email. It takes forever
6.05,1,5,"As much use as a chocolate fireguard. With a poor data connection it just sits and spins for ages, draining the battery,  then silently gives up without reporting an error."
6.05,1,5,"Not sure I like the new icon, but its mail functionality is great. I use it with multiple POP3 and IMAP servers at the same time without a problem."
6.05,3,19,"Really happy with the app and I've been using it for years. But it keeps 
"
6.0,1,0,"This app stores email passwords & usernames in plain text in preferences_storage database. I verified myself & (after using an online base64 decoder from a 1sec google search) my password was there plain as day. What this means: ROOTED PHONE: any app with root access, or person (or malicious software) using your phone now has access to all your email passwords. NON-ROOTED PHONE: All it takes is an adb backup (requires pluging a usb cable into phone) Or, malicious software using exploit to gain root access to file, stealing passwords. K-9 Mail isn't only mail app with this vulnerability. To test if your passwords are vulnerable: re-start phone, access mail app. If you are able to download & read mail without entering any password, your passwords are VERY vulnerable. But also, even if you have to enter a password you could still be vulnerable depending on how the app stores your passwords. More research would be needed at that point."
6.0,1,0,"Reboot problem I've had the App for years and have been happy with it. Until the Android 5 update on my Note 3. After the update, my phone started crashing/rebooting about once a day. I spent weeks trying to track down the problem. I did a reset on my phone and re-installed my critical Apps and the problem was still present. It would happen even when the phone was sitting on charge overnight. I called AT&T, and they admitted that this was one of the problems they were seeing since the Android 5 update but all they could offer was a $100 phone replacement with no guarantee that this was solve the problem. Then I realized that it often happened when I was checking my email with K9. I removed K9, rebooted my phone, and it has only crashed once in the last 7 days. So, while there may be an underlying problem with Android 5,  it becomes a critical problem with K9 installed."
